street,x,project,y,rentalMedian.refPeriod,rentalMedian.psf75,rentalMedian.median,rentalMedian.psf25,rentalMedian.district
TAMPINES STREET 86,38562.2889,THE SANTORINI,37077.57629,2021Q1,3.67,3.22,3.1,18
TAMPINES STREET 86,38562.2889,THE SANTORINI,37077.57629,2020Q4,3.6,3.32,3.13,18
TAMPINES STREET 86,38562.2889,THE SANTORINI,37077.57629,2022Q1,4.22,3.7,3.23,18
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2019Q3,4.41,3.86,3.27,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2020Q3,4.37,3.95,3.72,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2020Q2,4.21,3.91,3.6,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2020Q4,4.22,3.83,3.64,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2021Q4,4.41,4.33,3.87,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2022Q2,5.54,4.78,4.17,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2021Q3,4.55,4.12,3.63,14
LORONG 39 GEYLANG,34366.73219,D'WEAVE,33099.31914,2021Q1,4.65,4.29,4.0,14
MACKENZIE ROAD,29613.37065,PARC MACKENZIE,32058.12439,2020Q1,3.45,3.14,2.77,09
MANDALAY ROAD,29734.96285,THE ANSLEY,33937.18531,2022Q1,3.96,3.74,3.38,11
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2019Q3,2.8,2.29,2.07,21
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2020Q3,2.03,1.81,1.67,21
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2020Q4,2.32,1.92,1.78,21
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2021Q3,2.35,2.01,1.72,21
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2021Q2,2.39,2.16,1.78,21
JALAN ANAK BUKIT,21914.92141,SHERWOOD TOWER,35650.8412,2022Q1,2.85,2.0,1.86,21
ORANGE GROVE ROAD,27222.01742,THE ORANGE GROVE,32885.21619,2020Q3,3.66,3.36,3.23,10
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2019Q4,3.68,3.51,2.39,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2020Q2,3.61,3.5,3.15,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2020Q3,3.76,3.5,2.53,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2019Q3,3.54,3.51,2.97,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2020Q1,3.7,3.54,3.21,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2021Q2,3.8,2.88,2.36,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2021Q3,3.91,3.51,2.6,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2021Q4,4.2,3.76,3.43,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2022Q2,4.2,3.72,3.37,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2021Q1,3.73,3.59,2.93,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2020Q4,3.68,3.47,2.5,19
JALAN PELIKAT,34063.06529,THE PROMENADE@PELIKAT,37496.45153,2022Q1,4.65,4.09,3.54,19
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2020Q2,3.95,3.72,3.59,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2019Q3,4.07,3.92,3.61,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2020Q1,4.0,3.53,3.14,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2020Q3,3.98,3.87,3.48,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2019Q4,3.82,3.32,3.1,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2020Q4,4.09,3.53,3.27,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2021Q3,4.2,3.98,3.52,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2021Q4,4.45,4.16,3.47,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2022Q1,4.99,4.51,3.64,14
LORONG 26 GEYLANG,33755.87532,REZI 26,32777.30674,2021Q1,4.0,3.59,3.14,14
SUFFOLK ROAD,29289.80395,LUCIDA,33002.51637,2019Q4,3.82,3.51,3.18,11
SUFFOLK ROAD,29289.80395,LUCIDA,33002.51637,2021Q4,4.04,3.28,3.17,11
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2019Q3,5.36,5.2,4.97,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2020Q1,5.59,5.4,5.3,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2020Q4,5.29,5.19,4.97,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2021Q3,5.88,5.54,5.37,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2021Q4,5.73,5.48,4.97,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2021Q2,5.79,5.3,5.12,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2022Q1,6.27,5.6,5.1,10
ROBIN ROAD,27484.14472,ROBIN SUITES,33337.25823,2021Q1,5.51,5.3,5.02,10
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2020Q2,2.42,2.29,2.19,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2019Q3,2.41,2.29,2.2,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2020Q3,2.45,2.34,2.2,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2021Q3,2.51,2.42,2.22,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2021Q4,2.54,2.35,2.22,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2021Q1,2.42,2.22,2.18,18
TAMPINES AVENUE 1,38424.44502,THE TROPICA,36703.03643,2020Q4,2.35,2.24,2.17,18
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2019Q4,4.08,3.64,3.28,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2020Q2,4.08,3.52,3.19,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2020Q3,4.08,3.57,3.14,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2019Q3,4.08,3.62,3.22,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2020Q1,4.03,3.73,3.52,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2022Q2,4.74,4.39,3.68,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2021Q2,4.13,3.84,3.35,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2021Q3,4.19,3.82,3.4,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2021Q4,4.29,3.83,3.53,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2021Q1,4.08,3.64,3.29,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2020Q4,4.02,3.57,3.19,16
TANAH MERAH KECHIL LINK,40380.10748,URBAN VISTA,34412.69442,2022Q1,4.32,4.06,3.64,16
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2020Q2,4.86,4.63,4.52,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2019Q3,5.7,5.38,4.85,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2019Q4,5.43,4.95,4.59,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2021Q4,4.86,4.66,4.42,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2022Q2,5.79,5.22,4.96,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2021Q2,4.77,4.65,4.33,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2021Q3,4.77,4.61,4.52,11
NEWTON ROAD,28994.96193,NEWTON SUITES,33331.66033,2022Q1,5.21,5.01,4.52,11
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2019Q3,3.57,3.32,3.03,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2020Q1,3.39,3.25,2.98,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2019Q4,3.35,3.12,3.02,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2020Q3,3.37,3.12,2.9,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2020Q2,3.32,3.07,2.79,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2020Q4,3.36,3.23,3.06,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2021Q4,3.66,3.35,2.92,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2022Q2,4.28,3.79,3.18,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2021Q2,3.36,3.17,2.98,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2021Q3,3.57,3.26,3.06,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2022Q1,4.25,3.84,3.46,04
TELOK BLANGAH ROAD,26817.26582,HARBOURLIGHTS,27643.06748,2021Q1,3.43,3.25,3.06,04
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2020Q2,4.3,4.05,3.04,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2020Q3,4.37,4.2,3.95,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2019Q3,4.37,3.96,3.8,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2020Q1,3.88,3.68,3.3,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2019Q4,4.01,3.81,2.93,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2020Q4,4.1,3.8,2.95,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2021Q4,4.92,4.47,3.23,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2022Q2,5.7,5.03,4.29,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2021Q2,4.37,4.1,3.81,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2021Q3,4.8,4.65,4.24,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2021Q1,4.09,3.85,3.51,14
GEYLANG ROAD,33241.33686,LE REGAL,32749.49364,2022Q1,5.5,4.83,4.19,14
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2019Q4,3.03,2.92,2.85,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2019Q3,3.67,3.43,3.08,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2020Q3,3.17,3.07,2.89,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2020Q1,3.21,3.07,2.93,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2021Q2,3.36,3.26,2.93,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2021Q3,3.56,3.31,3.18,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2021Q4,3.82,3.57,3.16,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2022Q2,4.1,3.78,3.48,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2021Q1,3.36,3.21,3.05,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2022Q1,3.76,3.46,3.21,15
MEYER ROAD,34040.09011,THE BELVEDERE,31078.06268,2020Q4,3.13,2.98,2.85,15
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2019Q3,2.03,1.86,1.7,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2020Q1,2.06,1.89,1.78,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2019Q4,2.17,1.91,1.77,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2020Q2,2.03,1.99,1.63,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2020Q4,2.03,1.9,1.76,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2021Q4,2.06,1.93,1.89,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2022Q2,3.13,2.73,2.57,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2021Q2,2.53,2.15,2.02,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2021Q3,2.5,1.99,1.87,17
FLORA ROAD,42719.42664,AVILA GARDENS,38038.42402,2022Q1,2.8,2.24,2.11,17
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2020Q3,3.48,3.27,2.95,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2020Q2,3.48,3.37,2.91,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2019Q3,3.48,3.16,2.78,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2020Q1,3.6,3.36,2.95,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2019Q4,3.48,3.37,2.98,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2020Q4,3.72,3.48,3.16,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2021Q3,4.18,3.76,3.44,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2021Q4,4.41,3.97,3.46,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2022Q2,5.11,4.65,3.82,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2021Q2,3.95,3.61,3.48,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2021Q1,3.72,3.48,3.13,25
ROSEWOOD DRIVE,22746.23806,PARC ROSEWOOD,45491.3153,2022Q1,4.31,3.79,3.56,25
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2020Q2,5.46,4.55,4.09,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2020Q3,5.05,4.28,4.0,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2019Q3,5.68,4.69,4.06,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2020Q1,4.93,4.49,3.93,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2019Q4,5.7,4.48,4.17,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2020Q4,5.12,4.28,3.94,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2021Q3,5.03,4.32,4.07,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2021Q4,5.33,4.5,4.2,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2022Q2,5.96,5.18,4.65,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2021Q2,5.25,4.53,4.06,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2021Q1,4.82,4.2,3.9,01
SHENTON WAY,29912.41316,ONE SHENTON,29077.65327,2022Q1,5.14,4.54,4.23,01
MOUNT SINAI DRIVE,21777.27619,MONTVIEW,33212.63488,2019Q3,3.29,2.97,2.92,10
MOUNT SINAI DRIVE,21777.27619,MONTVIEW,33212.63488,2019Q4,3.24,3.15,2.85,10
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2019Q4,2.99,2.82,2.64,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2020Q2,3.06,2.87,2.56,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2019Q3,2.99,2.82,2.6,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2020Q3,3.04,2.86,2.61,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2020Q1,2.9,2.73,2.55,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2021Q2,3.2,2.99,2.65,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2021Q3,3.48,3.07,2.72,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2021Q4,3.39,2.95,2.72,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2022Q2,3.62,3.32,2.99,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2021Q1,3.07,2.93,2.79,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2020Q4,3.03,2.82,2.61,28
SELETAR ROAD,32109.15684,THE GREENWICH,41026.90735,2022Q1,3.82,3.48,2.93,28
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2019Q4,5.53,5.01,4.57,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2019Q3,5.31,4.84,4.66,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2020Q3,5.57,5.18,4.64,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2020Q1,5.96,5.48,4.91,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2020Q4,5.48,4.97,4.72,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2021Q2,5.66,5.25,4.77,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2021Q3,5.72,5.07,4.77,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2021Q4,5.72,5.29,4.72,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2022Q2,6.83,5.96,5.56,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2021Q1,5.72,5.25,4.54,08
BEATTY ROAD,30857.71232,STURDEE RESIDENCES,32808.50946,2022Q1,5.96,5.34,4.87,08
SURREY ROAD,29020.5794,THE LINCOLN RESIDENCES,33067.13166,2021Q1,4.27,4.03,3.82,11
MINBU ROAD,29877.16374,MONTEBLEU,34008.01519,2020Q3,3.89,3.52,3.35,11
MINBU ROAD,29877.16374,MONTEBLEU,34008.01519,2019Q3,3.81,3.47,3.32,11
MINBU ROAD,29877.16374,MONTEBLEU,34008.01519,2019Q4,3.96,3.66,3.48,11
MINBU ROAD,29877.16374,MONTEBLEU,34008.01519,2021Q3,3.97,3.72,3.48,11
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2020Q3,2.84,2.6,2.4,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2019Q3,2.84,2.68,2.53,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2020Q1,2.84,2.59,2.4,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2019Q4,2.81,2.59,2.38,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2020Q2,2.84,2.68,2.36,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2020Q4,2.9,2.65,2.48,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2021Q4,3.1,2.83,2.5,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2022Q2,4.06,3.38,2.98,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2021Q2,2.93,2.68,2.53,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2021Q3,3.06,2.82,2.55,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2022Q1,3.44,2.94,2.75,19
PUNGGOL WALK,35445.74582,A TREASURE TROVE,43073.40922,2021Q1,2.87,2.62,2.48,19
MERGUI ROAD,30075.678,PRISTINE HEIGHTS,33237.75276,2021Q2,3.69,3.53,3.2,08
LORONG 35 GEYLANG,34186.62817,REZI 35,33102.58766,2020Q3,4.33,4.03,3.23,14
LORONG 35 GEYLANG,34186.62817,REZI 35,33102.58766,2020Q4,4.19,3.51,3.38,14
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2019Q3,3.02,2.85,2.73,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2020Q1,3.17,2.92,2.66,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2019Q4,3.06,2.97,2.8,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2020Q3,2.92,2.71,2.64,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2020Q2,2.96,2.86,2.8,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2021Q4,3.44,3.22,3.03,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2022Q2,3.76,3.1,2.97,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2021Q2,3.32,2.95,2.74,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2021Q3,3.15,2.92,2.74,05
WEST COAST WAY,19361.28298,CARABELLE,33307.07761,2021Q1,3.17,3.01,2.69,05
BUTTERWORTH LANE,34820.66215,BUTTERWORTH 8,32707.98946,2020Q1,2.58,2.52,2.45,15
BUTTERWORTH LANE,34820.66215,BUTTERWORTH 8,32707.98946,2021Q3,2.85,2.74,2.53,15
BUTTERWORTH LANE,34820.66215,BUTTERWORTH 8,32707.98946,2022Q1,3.13,2.93,2.7,15
BUTTERWORTH LANE,34820.66215,BUTTERWORTH 8,32707.98946,2021Q1,2.8,2.59,2.53,15
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2019Q3,1.77,1.73,1.64,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2020Q1,1.98,1.81,1.71,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2019Q4,1.96,1.76,1.57,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2020Q3,1.9,1.77,1.64,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2020Q2,1.92,1.84,1.72,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2020Q4,1.97,1.74,1.69,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2021Q4,2.12,1.89,1.76,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2022Q2,2.51,1.9,1.88,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2021Q2,1.9,1.82,1.7,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2021Q3,2.12,1.95,1.75,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2022Q1,2.12,2.01,1.76,17
MARIAM WAY,43087.86863,BALLOTA PARK CONDOMINIUM,37809.60547,2021Q1,1.89,1.68,1.51,17
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2020Q3,3.29,2.71,2.25,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2020Q2,3.27,2.71,2.45,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2019Q3,3.28,2.61,2.41,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2020Q1,3.41,2.84,2.48,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2019Q4,3.24,2.76,2.51,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2020Q4,3.16,2.71,2.5,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2021Q3,3.51,3.1,2.77,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2021Q4,3.63,3.12,2.75,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2022Q2,3.85,3.44,2.89,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2021Q2,3.22,2.84,2.49,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2021Q1,3.4,3.1,2.73,18
TAMPINES STREET 86,38454.70417,Q BAY RESIDENCES,37049.89959,2022Q1,3.82,3.34,2.72,18
LORONG 20 GEYLANG,33361.126,TREASURES @ G20,32645.51236,2020Q3,3.81,3.57,3.5,14
KENG LEE ROAD,28965.46542,ROCHELLE AT NEWTON,32918.9747,2019Q3,4.25,4.03,3.89,11
KENG LEE ROAD,28965.46542,ROCHELLE AT NEWTON,32918.9747,2020Q4,4.08,3.72,3.54,11
KENG LEE ROAD,28965.46542,ROCHELLE AT NEWTON,32918.9747,2021Q3,4.17,4.0,3.72,11
KENG LEE ROAD,28965.46542,ROCHELLE AT NEWTON,32918.9747,2022Q2,4.74,4.65,4.38,11
KENG LEE ROAD,28965.46542,ROCHELLE AT NEWTON,32918.9747,2022Q1,4.24,4.13,3.97,11
UPPER EAST COAST ROAD,39779.45074,UBER 388,32889.6437,2019Q3,3.17,3.05,2.46,16
UPPER EAST COAST ROAD,39779.45074,UBER 388,32889.6437,2020Q4,3.23,3.1,2.93,16
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2019Q3,2.54,2.32,2.09,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2020Q3,2.31,2.19,2.06,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2020Q2,2.35,2.23,2.13,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2021Q4,2.64,2.59,2.28,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2022Q2,3.03,2.7,2.19,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2021Q2,2.32,2.17,2.06,23
HILLVIEW AVENUE,20403.50803,HILLINGTON GREEN,37981.70156,2021Q3,2.58,2.36,2.21,23
SOPHIA ROAD,29466.47218,1919,31686.63635,2020Q3,5.0,4.91,4.71,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2019Q3,5.24,4.77,4.37,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2019Q4,5.36,5.0,4.66,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2020Q4,4.82,4.61,4.38,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2021Q4,5.07,5.0,4.53,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2021Q2,4.87,4.65,4.21,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2021Q3,5.16,5.0,4.85,09
SOPHIA ROAD,29466.47218,1919,31686.63635,2021Q1,4.97,4.82,4.45,09
NASSIM HILL,26762.19078,THE LOFT,32171.64803,2019Q3,4.75,4.53,4.29,10
NASSIM HILL,26762.19078,THE LOFT,32171.64803,2021Q3,4.63,4.4,4.17,10
ARCADIA ROAD,25280.7429,HILLCREST ARCADIA,35304.72604,2019Q3,2.86,2.69,2.39,11
